Activity Period,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Activity Type Code,Price Category Code,Terminal,Boarding Area,Passenger Count
201301,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,International,A,6691
201901,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,E,244672
201601,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,8958
201508,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,International,G,744
201212,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 3,F,12689
200606,Spirit Airlines,NK,Spirit Airlines,NK,Domestic,US,Deplaned,Low Fare,International,A,3183
201802,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,International,G,8154
201412,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,644
200708,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,International,G,487
201008,Mesa Airlines,YV,US Airways,US,Domestic,US,Deplaned,Other,Terminal 1,B,9603
200902,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,13568
201404,Aeromexico,AM,Aeromexico,AM,International,Mexico,Deplaned,Other,International,A,10924
201604,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Other,International,A,17168
202012,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Deplaned,Low Fare,Terminal 1,B,21172
201907,French Bee,BF,French Bee,BF,International,Europe,Thru / Transit,Other,International,A,842
201309,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,12568
200508,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Enplaned,Other,International,G,9275
200904,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,11004
201707,Compass Airlines,CP,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 2,D,23904
200611,Ameriflight,A8,Ameriflight,A8,Domestic,US,Deplaned,Other,Other,Other,1
201708,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Low Fare,International,G,1730
201604,Air India Limited,AI,Air India Limited,AI,International,Asia,Enplaned,Low Fare,International,G,138
200908,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,9369
201302,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Other,International,A,7461
202003,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,4833
200510,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Other,International,G,3178
201606,Air Pacific Limited dba Fiji Airways,FJ,Air Pacific Limited dba Fiji Airways,FJ,International,Australia / Oceania,Deplaned,Other,International,G,1312
201807,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,160015
201707,United Airlines,UA,United Airlines,UA,International,Europe,Enplaned,Other,Terminal 3,E,827
201503,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,International,A,18040
200705,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Other,International,A,5165
200809,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,International,Asia,Deplaned,Other,International,A,6722
200912,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Thru / Transit,Other,International,G,1933
201012,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Thru / Transit,Other,International,G,2912
201112,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Other,International,G,19305
201804,"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",CM,International,Central America,Deplaned,Other,International,G,9771
200608,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,Terminal 3,E,39212
200801,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Thru / Transit,Other,International,G,393
201611,Turkish Airlines,TK,Turkish Airlines,TK,International,Europe,Enplaned,Other,International,G,6890
200610,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,35929
201701,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,4
201703,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 1,C,61274
200707,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,100214
201401,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Other,International,A,7081
202010,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 1,B,51945
201704,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,Terminal 3,E,2981
201701,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Other,International,A,7903
200906,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Enplaned,Other,International,A,5401
201706,United Airlines,UA,United Airlines,UA,International,Middle East,Deplaned,Other,International,G,5428
200511,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Other,International,G,5304
201008,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Thru / Transit,Other,Terminal 3,F,353
201405,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,14956
202008,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Other,International,G,541
200805,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Enplaned,Other,International,A,2620
201101,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Deplaned,Other,International,A,6236
201012,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Thru / Transit,Other,Terminal 3,F,185
200905,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,10891
201103,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Other,International,A,3326
201305,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,16052
201711,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Other,International,A,7719
201910,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,15846
201511,Virgin America,VX,Virgin America,VX,International,Mexico,Enplaned,Low Fare,Terminal 2,D,4134
201207,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Low Fare,International,A,48784
200912,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,59159
201304,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Enplaned,Other,International,A,3413
201212,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Other,International,A,5521
201905,"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",CM,International,Central America,Enplaned,Other,International,G,7551
201202,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,International,G,31974
200606,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Enplaned,Other,International,A,9547
201707,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 2,D,102472
201101,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Enplaned,Other,International,G,10523
200904,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Other,International,A,3935
201511,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Deplaned,Other,International,G,1304
201106,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,Terminal 3,F,12432
202006,United Airlines,UA,United Airlines,UA,International,Europe,Deplaned,Other,International,G,1456
200806,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,12650
201110,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Enplaned,Other,International,A,6197
201509,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,142133
201704,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,E,288449
201211,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Other,International,G,6675
200509,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,Domestic,US,Deplaned,Other,Terminal 1,C,48138
202001,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,9058
200903,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,International,G,14073
201101,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Enplaned,Low Fare,Terminal 1,B,110540
201705,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Other,International,G,7107
202006,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,E,10522
201706,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 2,D,2025
201306,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Deplaned,Other,International,G,5879
201410,US Airways,US,US Airways,US,Domestic,US,Deplaned,Other,Terminal 1,B,74235
201701,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Other,International,A,20405
201908,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,Terminal 1,B,63203
201712,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Other,International,A,12020
201011,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Deplaned,Other,International,A,5624
201106,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,E,22221
202102,Aeromexico,AM,Aeromexico,AM,International,Mexico,Deplaned,Other,International,A,2470
201906,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 2,D,146619
202103,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,295
201908,United Airlines,UA,United Airlines,UA,International,Mexico,Deplaned,Other,International,G,26314
201703,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,International,G,384
202009,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 2,D,6947
201007,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,127516
201403,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Other,International,A,10557
201803,Jazz Aviation,QK,Air Canada,AC,International,Canada,Enplaned,Other,International,G,3820
201004,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Other,Terminal 1,B,7410
201403,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,42175
201802,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,International,A,6663
201806,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,E,336895
201909,China Eastern,MU,China Eastern,MU,International,Asia,Enplaned,Other,International,A,8585
201402,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,13281
201505,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Other,International,G,6604
200903,Virgin America,VX,Virgin America,VX,Domestic,US,Deplaned,Low Fare,International,A,91393
200910,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Other,International,A,3723
202102,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,International,A,302
201611,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,5643
201003,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,14088
201201,Emirates,EK,Emirates,EK,International,Middle East,Deplaned,Other,International,A,10499
201901,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,International,G,126
200512,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Other,Terminal 1,C,7602
201605,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,B,30813
201511,"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",CM,International,Central America,Enplaned,Other,International,G,3819
202011,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Other,International,A,635
201007,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,408291
200709,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 3,F,6089
201611,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,12644
200612,US Airways,US,US Airways,US,Domestic,US,Enplaned,Low Fare,Terminal 1,B,38293
201702,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Other,International,A,8358
201507,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 2,D,127472
201610,Volaris Airlines,Y4,Volaris Airlines,Y4,International,Mexico,Deplaned,Low Fare,International,A,2070
201406,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,C,19211
201405,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 1,B,92426
200705,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Thru / Transit,Other,International,G,953
200804,US Airways,US,US Airways,US,Domestic,US,Deplaned,Other,Terminal 1,B,68479
201811,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,F,3646
201602,Virgin America,VX,Virgin America,VX,Domestic,US,Enplaned,Low Fare,Terminal 2,D,158191
201310,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Other,International,A,6221
200511,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Enplaned,Other,Terminal 1,A,2537
200609,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,3739
201806,Icelandair EHF,FI,Icelandair EHF,FI,International,Europe,Deplaned,Other,International,A,2727
201210,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,International,A,8351
201712,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Other,International,A,8213
201306,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Deplaned,Other,International,G,10530
201211,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,44528
201310,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,13625
200509,ATA Airlines,TZ,ATA Airlines,TZ,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,4412
201501,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,Terminal 3,E,325
202003,Emirates,EK,Emirates,EK,International,Middle East,Deplaned,Other,International,A,8055
201211,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 1,B,91557
201704,Compass Airlines,CP,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 2,D,23422
201912,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,5276
201409,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Other,International,G,6615
201009,Swiss International,LX,Swiss International,LX,International,Europe,Deplaned,Other,International,G,5509
201601,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Deplaned,Other,International,G,4589
200809,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Enplaned,Other,International,G,3211
200609,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,15706
200908,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,International,Asia,Enplaned,Other,International,A,5905
201403,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Other,International,A,5536
200802,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Low Fare,Terminal 1,B,2056
200902,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,6075
200511,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,55102
200703,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Other,International,A,12328
202102,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Other,International,A,457
201111,Air China,CA,Air China,CA,International,Asia,Deplaned,Other,International,G,7188
201909,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Other,International,A,9749
201305,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Enplaned,Other,International,G,71041
201902,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,E,4553
201810,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Enplaned,Other,International,A,6911
201701,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,7363
201501,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,B,17752
201706,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Other,International,A,13943
200901,US Airways,US,US Airways,US,Domestic,US,Deplaned,Other,Terminal 1,B,57543
200810,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,67025
200604,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Deplaned,Other,International,G,8674
201909,United Airlines,UA,United Airlines,UA,International,Asia,Deplaned,Other,International,G,80498
200912,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Other,International,G,6480
201701,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,International,A,8242
200604,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,11981
201511,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,6654
201506,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,International,G,47
201704,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Other,International,A,17123
200507,Icelandair (Inactive),FI,Icelandair (Inactive),FI,International,Europe,Deplaned,Other,International,A,4540
200807,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Thru / Transit,Other,International,G,74
201304,LAN Peru,LP,LAN Peru,LP,International,South America,Deplaned,Other,International,A,2619
201508,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Enplaned,Other,International,G,6303
200510,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Enplaned,Other,International,G,68237
202001,French Bee,BF,French Bee,BF,International,Europe,Deplaned,Other,International,G,1576
201005,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Deplaned,Other,International,A,4099
201211,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Other,International,G,7202
200809,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,International,A,12815
200710,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,International,G,1115
202012,SkyWest Airlines,OO,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 2,D,24703
201107,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Enplaned,Other,International,A,7753
201609,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,F,4722
201609,WOW Air,WW,WOW Air,WW,International,Europe,Enplaned,Low Fare,International,A,5961
200910,US Airways,US,US Airways,US,Domestic,US,Enplaned,Other,Terminal 1,B,72443
200510,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,9751
201612,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Other,International,A,16132
201706,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,5149
201810,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,A,53957
201711,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,International,A,14388
201102,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Thru / Transit,Other,International,G,402
200801,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,Terminal 3,E,19756
201403,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,International,A,5759
200904,Virgin America,VX,Virgin America,VX,Domestic,US,Deplaned,Low Fare,International,A,87155
201806,United Airlines,UA,United Airlines,UA,International,Canada,Thru / Transit,Other,International,G,4
201402,Virgin America,VX,Virgin America,VX,Domestic,US,Enplaned,Low Fare,Terminal 2,D,131355
201706,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Other,International,A,20667
201506,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 2,D,122821
201908,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Deplaned,Other,International,G,8721
201801,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,E,2726
200911,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,Terminal 1,C,7033
201412,United Airlines,UA,United Airlines,UA,International,Mexico,Deplaned,Other,International,G,20467
201811,ABC Aerolineas S.A. de C.V. dba Interjet,4O,ABC Aerolineas S.A. de C.V. dba Interjet,4O,International,Mexico,Enplaned,Other,International,A,2736
201905,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 2,D,15241
200507,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,17462
200510,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Other,International,G,26955
201801,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,131123
200812,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,International,A,16203
200912,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,7713
201511,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,9848
200912,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,6240
201611,Etihad Airways,EY,Etihad Airways,EY,International,Middle East,Deplaned,Other,International,A,5303
201202,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Other,International,A,5786
200807,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,International,A,20516
200802,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Low Fare,Terminal 1,B,2092
200608,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,16179
201611,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Deplaned,Other,International,G,4432
201606,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,11991
201606,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,6154
201502,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,73
201311,Emirates,EK,Emirates,EK,International,Middle East,Deplaned,Other,International,A,8770
201011,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Other,International,G,15996
201010,Virgin America,VX,Virgin America,VX,International,Canada,Deplaned,Low Fare,International,A,2063
200703,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Other,International,A,10295
202101,Turkish Airlines,TK,Turkish Airlines,TK,International,Europe,Deplaned,Other,International,G,4855
201207,Air China,CA,Air China,CA,International,Asia,Enplaned,Other,International,G,7058
200512,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,Terminal 1,C,7024
201803,Air Pacific Limited dba Fiji Airways,FJ,Air Pacific Limited dba Fiji Airways,FJ,International,Australia / Oceania,Deplaned,Other,International,G,1100
202009,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,E,26927
201206,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 2,D,139460
201104,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Other,Terminal 1,B,7617
201912,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,19156
200908,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Enplaned,Low Fare,Terminal 1,B,20592
201407,Virgin America,VX,Virgin America,VX,Domestic,US,Enplaned,Low Fare,Terminal 2,D,177639
201003,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,103930
201304,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Deplaned,Low Fare,Terminal 1,B,134858
201409,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,179
200909,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Deplaned,Other,International,G,63857
200704,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,4553
201007,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,15125
201512,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Deplaned,Other,International,G,7467
200706,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Thru / Transit,Other,Terminal 3,F,5
201006,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Thru / Transit,Other,International,G,319
201705,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,156606
200808,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Thru / Transit,Other,Terminal 3,F,301
201809,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,B,13130
201101,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,27901
200703,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,8747
201803,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,6656
202102,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Other,International,A,235
201012,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Other,International,G,7598
201205,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,151873
201407,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,18137
200611,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,12570
201509,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Deplaned,Other,International,G,6667
